year_month,year,month,region,temp_anomaly_c,temp_anomaly_baseline,co2_ppm
2010-08,2010,8,Europe,1.01,1951-1980,
2010-08,2010,8,Asia,0.811,1951-1980,
2010-09,2010,9,Global,0.612,1951-1980,386.41
2010-09,2010,9,Arctic,2.401,1951-1980,
2010-09,2010,9,Northern_Hemisphere,0.866,1951-1980,
2010-09,2010,9,Southern_Hemisphere,0.446,1951-1980,
2010-09,2010,9,Tropics,0.341,1951-1980,
2010-09,2010,9,North_America,0.901,1951-1980,
2010-09,2010,9,Europe,1.008,1951-1980,
2010-09,2010,9,Asia,0.795,1951-1980,
2010-10,2010,10,Global,0.598,1951-1980,385.42
2010-10,2010,10,Arctic,2.423,1951-1980,
2010-10,2010,10,Northern_Hemisphere,0.844,1951-1980,
2010-10,2010,10,Southern_Hemisphere,0.419,1951-1980,
2010-10,2010,10,Tropics,0.282,1951-1980,
2010-10,2010,10,North_America,0.932,1951-1980,
2010-10,2010,10,Europe,1.07,1951-1980,
2010-10,2010,10,Asia,0.701,1951-1980,
2010-11,2010,11,Global,0.634,1951-1980,385.12
2010-11,2010,11,Arctic,2.359,1951-1980,
2010-11,2010,11,Northern_Hemisphere,0.873,1951-1980,
2010-11,2010,11,Southern_Hemisphere,0.435,1951-1980,
2010-11,2010,11,Tropics,0.342,1951-1980,
2010-11,2010,11,North_America,0.947,1951-1980,
2010-11,2010,11,Europe,1.088,1951-1980,
2010-11,2010,11,Asia,0.8,1951-1980,
2010-12,2010,12,Global,0.665,1951-1980,385.23
2010-12,2010,12,Arctic,2.358,1951-1980,
2010-12,2010,12,Northern_Hemisphere,0.856,1951-1980,
2010-12,2010,12,Southern_Hemisphere,0.421,1951-1980,
2010-12,2010,12,Tropics,0.367,1951-1980,
2010-12,2010,12,North_America,1.01,1951-1980,
2010-12,2010,12,Europe,1.066,1951-1980,
2010-12,2010,12,Asia,0.826,1951-1980,
2011-01,2011,1,Global,0.667,1951-1980,388.71
2011-01,2011,1,Arctic,2.427,1951-1980,
2011-01,2011,1,Northern_Hemisphere,0.846,1951-1980,
2011-01,2011,1,Southern_Hemisphere,0.462,1951-1980,
2011-01,2011,1,Tropics,0.404,1951-1980,
2011-01,2011,1,North_America,0.918,1951-1980,
2011-01,2011,1,Europe,1.091,1951-1980,
2011-01,2011,1,Asia,0.897,1951-1980,
2011-02,2011,2,Global,0.648,1951-1980,390.72
2011-02,2011,2,Arctic,2.389,1951-1980,
2011-02,2011,2,Northern_Hemisphere,0.827,1951-1980,
2011-02,2011,2,Southern_Hemisphere,0.424,1951-1980,
2011-02,2011,2,Tropics,0.396,1951-1980,
2011-02,2011,2,North_America,0.96,1951-1980,
2011-02,2011,2,Europe,1.083,1951-1980,
2011-02,2011,2,Asia,0.915,1951-1980,
2011-03,2011,3,Global,0.601,1951-1980,391.94
2011-03,2011,3,Arctic,2.325,1951-1980,
2011-03,2011,3,Northern_Hemisphere,0.823,1951-1980,
2011-03,2011,3,Southern_Hemisphere,0.454,1951-1980,
2011-03,2011,3,Tropics,0.354,1951-1980,
2011-03,2011,3,North_America,0.951,1951-1980,
2011-03,2011,3,Europe,1.094,1951-1980,
2011-03,2011,3,Asia,0.831,1951-1980,
2011-04,2011,4,Global,0.603,1951-1980,393.15
2011-04,2011,4,Arctic,2.384,1951-1980,
2011-04,2011,4,Northern_Hemisphere,0.853,1951-1980,
2011-04,2011,4,Southern_Hemisphere,0.565,1951-1980,
2011-04,2011,4,Tropics,0.355,1951-1980,
2011-04,2011,4,North_America,0.897,1951-1980,
2011-04,2011,4,Europe,1.056,1951-1980,
2011-04,2011,4,Asia,0.808,1951-1980,
2011-05,2011,5,Global,0.631,1951-1980,394.05
2011-05,2011,5,Arctic,2.322,1951-1980,
2011-05,2011,5,Northern_Hemisphere,0.899,1951-1980,
2011-05,2011,5,Southern_Hemisphere,0.369,1951-1980,
2011-05,2011,5,Tropics,0.306,1951-1980,
2011-05,2011,5,North_America,0.91,1951-1980,
2011-05,2011,5,Europe,1.131,1951-1980,
2011-05,2011,5,Asia,0.809,1951-1980,
2011-06,2011,6,Global,0.555,1951-1980,393.44
2011-06,2011,6,Arctic,2.265,1951-1980,
2011-06,2011,6,Northern_Hemisphere,0.787,1951-1980,
2011-06,2011,6,Southern_Hemisphere,0.42,1951-1980,
2011-06,2011,6,Tropics,0.341,1951-1980,
2011-06,2011,6,North_America,0.898,1951-1980,
2011-06,2011,6,Europe,1.071,1951-1980,
2011-06,2011,6,Asia,0.743,1951-1980,
2011-07,2011,7,Global,0.601,1951-1980,392.02
2011-07,2011,7,Arctic,2.248,1951-1980,
2011-07,2011,7,Northern_Hemisphere,0.825,1951-1980,
2011-07,2011,7,Southern_Hemisphere,0.377,1951-1980,
2011-07,2011,7,Tropics,0.347,1951-1980,
2011-07,2011,7,North_America,0.845,1951-1980,
2011-07,2011,7,Europe,1.006,1951-1980,
2011-07,2011,7,Asia,0.744,1951-1980,
2011-08,2011,8,Global,0.513,1951-1980,390.47
2011-08,2011,8,Arctic,2.18,1951-1980,
2011-08,2011,8,Northern_Hemisphere,0.838,1951-1980,
2011-08,2011,8,Southern_Hemisphere,0.414,1951-1980,
2011-08,2011,8,Tropics,0.279,1951-1980,
2011-08,2011,8,North_America,0.811,1951-1980,
2011-08,2011,8,Europe,0.976,1951-1980,
2011-08,2011,8,Asia,0.682,1951-1980,
2011-09,2011,9,Global,0.589,1951-1980,388.41
2011-09,2011,9,Arctic,2.078,1951-1980,
2011-09,2011,9,Northern_Hemisphere,0.751,1951-1980,
2011-09,2011,9,Southern_Hemisphere,0.317,1951-1980,
2011-09,2011,9,Tropics,0.315,1951-1980,
2011-09,2011,9,North_America,0.785,1951-1980,
2011-09,2011,9,Europe,0.981,1951-1980,
2011-09,2011,9,Asia,0.741,1951-1980,
2011-10,2011,10,Global,0.542,1951-1980,387.44
2011-10,2011,10,Arctic,2.143,1951-1980,
2011-10,2011,10,Northern_Hemisphere,0.622,1951-1980,
2011-10,2011,10,Southern_Hemisphere,0.377,1951-1980,
2011-10,2011,10,Tropics,0.328,1951-1980,
2011-10,2011,10,North_America,0.835,1951-1980,
2011-10,2011,10,Europe,0.863,1951-1980,
2011-10,2011,10,Asia,0.702,1951-1980,
2011-11,2011,11,Global,0.547,1951-1980,387.17
2011-11,2011,11,Arctic,2.074,1951-1980,
2011-11,2011,11,Northern_Hemisphere,0.656,1951-1980,
2011-11,2011,11,Southern_Hemisphere,0.345,1951-1980,
2011-11,2011,11,Tropics,0.354,1951-1980,
2011-11,2011,11,North_America,0.844,1951-1980,
2011-11,2011,11,Europe,0.942,1951-1980,
2011-11,2011,11,Asia,0.704,1951-1980,
2011-12,2011,12,Global,0.559,1951-1980,386.89
2011-12,2011,12,Arctic,2.063,1951-1980,
2011-12,2011,12,Northern_Hemisphere,0.751,1951-1980,
2011-12,2011,12,Southern_Hemisphere,0.414,1951-1980,
2011-12,2011,12,Tropics,0.409,1951-1980,
2011-12,2011,12,North_America,0.774,1951-1980,
2011-12,2011,12,Europe,0.897,1951-1980,
2011-12,2011,12,Asia,0.562,1951-1980,
2012-01,2012,1,Global,0.548,1951-1980,390.4
2012-01,2012,1,Arctic,2.144,1951-1980,
2012-01,2012,1,Northern_Hemisphere,0.769,1951-1980,
2012-01,2012,1,Southern_Hemisphere,0.413,1951-1980,
2012-01,2012,1,Tropics,0.373,1951-1980,
2012-01,2012,1,North_America,0.829,1951-1980,
2012-01,2012,1,Europe,0.921,1951-1980,
2012-01,2012,1,Asia,0.776,1951-1980,
2012-02,2012,2,Global,0.564,1951-1980,392.68
2012-02,2012,2,Arctic,2.134,1951-1980,
2012-02,2012,2,Northern_Hemisphere,0.636,1951-1980,
2012-02,2012,2,Southern_Hemisphere,0.304,1951-1980,
2012-02,2012,2,Tropics,0.338,1951-1980,
2012-02,2012,2,North_America,0.788,1951-1980,
2012-02,2012,2,Europe,0.958,1951-1980,
2012-02,2012,2,Asia,0.681,1951-1980,
2012-03,2012,3,Global,0.668,1951-1980,394.3
2012-03,2012,3,Arctic,2.149,1951-1980,
2012-03,2012,3,Northern_Hemisphere,0.802,1951-1980,
2012-03,2012,3,Southern_Hemisphere,0.32,1951-1980,
2012-03,2012,3,Tropics,0.373,1951-1980,
2012-03,2012,3,North_America,0.829,1951-1980,
2012-03,2012,3,Europe,1.02,1951-1980,
2012-03,2012,3,Asia,0.738,1951-1980,
2012-04,2012,4,Global,0.562,1951-1980,395.39
2012-04,2012,4,Arctic,2.074,1951-1980,
2012-04,2012,4,Northern_Hemisphere,0.756,1951-1980,
2012-04,2012,4,Southern_Hemisphere,0.456,1951-1980,
2012-04,2012,4,Tropics,0.408,1951-1980,
2012-04,2012,4,North_America,0.83,1951-1980,
2012-04,2012,4,Europe,1.07,1951-1980,
2012-04,2012,4,Asia,0.764,1951-1980,
2012-05,2012,5,Global,0.529,1951-1980,396.04
2012-05,2012,5,Arctic,2.086,1951-1980,
2012-05,2012,5,Northern_Hemisphere,0.747,1951-1980,
2012-05,2012,5,Southern_Hemisphere,0.393,1951-1980,
2012-05,2012,5,Tropics,0.365,1951-1980,
2012-05,2012,5,North_America,0.848,1951-1980,
2012-05,2012,5,Europe,0.96,1951-1980,
2012-05,2012,5,Asia,0.659,1951-1980,
2012-06,2012,6,Global,0.587,1951-1980,395.15
2012-06,2012,6,Arctic,2.071,1951-1980,
2012-06,2012,6,Northern_Hemisphere,0.794,1951-1980,
2012-06,2012,6,Southern_Hemisphere,0.324,1951-1980,
2012-06,2012,6,Tropics,0.273,1951-1980,
2012-06,2012,6,North_America,0.808,1951-1980,
2012-06,2012,6,Europe,0.952,1951-1980,
2012-06,2012,6,Asia,0.692,1951-1980,
2012-07,2012,7,Global,0.615,1951-1980,394.34
2012-07,2012,7,Arctic,2.228,1951-1980,
2012-07,2012,7,Northern_Hemisphere,0.789,1951-1980,
2012-07,2012,7,Southern_Hemisphere,0.487,1951-1980,
2012-07,2012,7,Tropics,0.317,1951-1980,
2012-07,2012,7,North_America,0.882,1951-1980,
2012-07,2012,7,Europe,0.977,1951-1980,
2012-07,2012,7,Asia,0.836,1951-1980,
2012-08,2012,8,Global,0.597,1951-1980,392.11
2012-08,2012,8,Arctic,2.243,1951-1980,
2012-08,2012,8,Northern_Hemisphere,0.743,1951-1980,
2012-08,2012,8,Southern_Hemisphere,0.529,1951-1980,
2012-08,2012,8,Tropics,0.408,1951-1980,
2012-08,2012,8,North_America,0.997,1951-1980,
2012-08,2012,8,Europe,1.04,1951-1980,
2012-08,2012,8,Asia,0.725,1951-1980,
2012-09,2012,9,Global,0.582,1951-1980,390.58
2012-09,2012,9,Arctic,2.213,1951-1980,
2012-09,2012,9,Northern_Hemisphere,0.775,1951-1980,
2012-09,2012,9,Southern_Hemisphere,0.503,1951-1980,
2012-09,2012,9,Tropics,0.402,1951-1980,
2012-09,2012,9,North_America,0.872,1951-1980,
2012-09,2012,9,Europe,1.072,1951-1980,
2012-09,2012,9,Asia,0.768,1951-1980,
2012-10,2012,10,Global,0.654,1951-1980,389.51
2012-10,2012,10,Arctic,2.21,1951-1980,
2012-10,2012,10,Northern_Hemisphere,0.838,1951-1980,
2012-10,2012,10,Southern_Hemisphere,0.446,1951-1980,
2012-10,2012,10,Tropics,0.438,1951-1980,
2012-10,2012,10,North_America,0.839,1951-1980,
2012-10,2012,10,Europe,0.991,1951-1980,
2012-10,2012,10,Asia,0.778,1951-1980,
2012-11,2012,11,Global,0.601,1951-1980,388.57
2012-11,2012,11,Arctic,2.229,1951-1980,
2012-11,2012,11,Northern_Hemisphere,0.85,1951-1980,
2012-11,2012,11,Southern_Hemisphere,0.449,1951-1980,
2012-11,2012,11,Tropics,0.416,1951-1980,
2012-11,2012,11,North_America,0.884,1951-1980,
2012-11,2012,11,Europe,0.969,1951-1980,
2012-11,2012,11,Asia,0.822,1951-1980,
2012-12,2012,12,Global,0.713,1951-1980,389.0
2012-12,2012,12,Arctic,2.274,1951-1980,
2012-12,2012,12,Northern_Hemisphere,0.831,1951-1980,
2012-12,2012,12,Southern_Hemisphere,0.482,1951-1980,
2012-12,2012,12,Tropics,0.468,1951-1980,
2012-12,2012,12,North_America,0.965,1951-1980,
2012-12,2012,12,Europe,1.093,1951-1980,
2012-12,2012,12,Asia,0.846,1951-1980,
2013-01,2013,1,Global,0.648,1951-1980,391.79
2013-01,2013,1,Arctic,2.262,1951-1980,
2013-01,2013,1,Northern_Hemisphere,0.87,1951-1980,
2013-01,2013,1,Southern_Hemisphere,0.53,1951-1980,
2013-01,2013,1,Tropics,0.473,1951-1980,
2013-01,2013,1,North_America,1.007,1951-1980,
2013-01,2013,1,Europe,1.113,1951-1980,
2013-01,2013,1,Asia,0.792,1951-1980,
2013-02,2013,2,Global,0.674,1951-1980,394.44
2013-02,2013,2,Arctic,2.308,1951-1980,
2013-02,2013,2,Northern_Hemisphere,0.862,1951-1980,
2013-02,2013,2,Southern_Hemisphere,0.524,1951-1980,
2013-02,2013,2,Tropics,0.427,1951-1980,
2013-02,2013,2,North_America,0.951,1951-1980,
2013-02,2013,2,Europe,1.167,1951-1980,
2013-02,2013,2,Asia,0.826,1951-1980,
2013-03,2013,3,Global,0.718,1951-1980,395.79
2013-03,2013,3,Arctic,2.364,1951-1980,
2013-03,2013,3,Northern_Hemisphere,0.882,1951-1980,
2013-03,2013,3,Southern_Hemisphere,0.503,1951-1980,
2013-03,2013,3,Tropics,0.41,1951-1980,
2013-03,2013,3,North_America,0.995,1951-1980,
2013-03,2013,3,Europe,1.121,1951-1980,
2013-03,2013,3,Asia,0.826,1951-1980,
2013-04,2013,4,Global,0.678,1951-1980,397.08
2013-04,2013,4,Arctic,2.317,1951-1980,
2013-04,2013,4,Northern_Hemisphere,0.809,1951-1980,
2013-04,2013,4,Southern_Hemisphere,0.448,1951-1980,
2013-04,2013,4,Tropics,0.432,1951-1980,
2013-04,2013,4,North_America,0.992,1951-1980,
2013-04,2013,4,Europe,1.025,1951-1980,
2013-04,2013,4,Asia,0.902,1951-1980,
2013-05,2013,5,Global,0.694,1951-1980,397.71
2013-05,2013,5,Arctic,2.389,1951-1980,
2013-05,2013,5,Northern_Hemisphere,0.924,1951-1980,
2013-05,2013,5,Southern_Hemisphere,0.522,1951-1980,
2013-05,2013,5,Tropics,0.376,1951-1980,
2013-05,2013,5,North_America,1.069,1951-1980,
2013-05,2013,5,Europe,1.169,1951-1980,
2013-05,2013,5,Asia,0.842,1951-1980,
2013-06,2013,6,Global,0.642,1951-1980,396.94
2013-06,2013,6,Arctic,2.388,1951-1980,
2013-06,2013,6,Northern_Hemisphere,0.835,1951-1980,
2013-06,2013,6,Southern_Hemisphere,0.505,1951-1980,
2013-06,2013,6,Tropics,0.461,1951-1980,
2013-06,2013,6,North_America,0.977,1951-1980,
2013-06,2013,6,Europe,1.12,1951-1980,
2013-06,2013,6,Asia,0.808,1951-1980,
2013-07,2013,7,Global,0.686,1951-1980,396.16
2013-07,2013,7,Arctic,2.272,1951-1980,
2013-07,2013,7,Northern_Hemisphere,0.917,1951-1980,
2013-07,2013,7,Southern_Hemisphere,0.424,1951-1980,
2013-07,2013,7,Tropics,0.412,1951-1980,
2013-07,2013,7,North_America,0.964,1951-1980,
2013-07,2013,7,Europe,1.148,1951-1980,
2013-07,2013,7,Asia,0.795,1951-1980,
2013-08,2013,8,Global,0.693,1951-1980,393.8
2013-08,2013,8,Arctic,2.268,1951-1980,
2013-08,2013,8,Northern_Hemisphere,0.837,1951-1980,
2013-08,2013,8,Southern_Hemisphere,0.418,1951-1980,
2013-08,2013,8,Tropics,0.425,1951-1980,
2013-08,2013,8,North_America,0.931,1951-1980,
2013-08,2013,8,Europe,1.068,1951-1980,
2013-08,2013,8,Asia,0.889,1951-1980,
2013-09,2013,9,Global,0.633,1951-1980,392.4
2013-09,2013,9,Arctic,2.391,1951-1980,
2013-09,2013,9,Northern_Hemisphere,0.824,1951-1980,
2013-09,2013,9,Southern_Hemisphere,0.491,1951-1980,
2013-09,2013,9,Tropics,0.418,1951-1980,
2013-09,2013,9,North_America,1.003,1951-1980,
2013-09,2013,9,Europe,1.079,1951-1980,
2013-09,2013,9,Asia,0.85,1951-1980,
2013-10,2013,10,Global,0.679,1951-1980,391.14
2013-10,2013,10,Arctic,2.304,1951-1980,
2013-10,2013,10,Northern_Hemisphere,0.915,1951-1980,
2013-10,2013,10,Southern_Hemisphere,0.552,1951-1980,
2013-10,2013,10,Tropics,0.43,1951-1980,
2013-10,2013,10,North_America,0.916,1951-1980,
2013-10,2013,10,Europe,1.145,1951-1980,
2013-10,2013,10,Asia,0.823,1951-1980,
2013-11,2013,11,Global,0.671,1951-1980,390.41
2013-11,2013,11,Arctic,2.347,1951-1980,
2013-11,2013,11,Northern_Hemisphere,0.823,1951-1980,
2013-11,2013,11,Southern_Hemisphere,0.477,1951-1980,
2013-11,2013,11,Tropics,0.406,1951-1980,
2013-11,2013,11,North_America,0.949,1951-1980,
2013-11,2013,11,Europe,1.1,1951-1980,
2013-11,2013,11,Asia,0.857,1951-1980,
2013-12,2013,12,Global,0.651,1951-1980,391.31
2013-12,2013,12,Arctic,2.36,1951-1980,
2013-12,2013,12,Northern_Hemisphere,0.937,1951-1980,
2013-12,2013,12,Southern_Hemisphere,0.429,1951-1980,
2013-12,2013,12,Tropics,0.481,1951-1980,
2013-12,2013,12,North_America,1.016,1951-1980,
2013-12,2013,12,Europe,1.053,1951-1980,
2013-12,2013,12,Asia,0.77,1951-1980,
2014-01,2014,1,Global,0.737,1951-1980,399.38
2014-01,2014,1,Arctic,2.35,1951-1980,
2014-01,2014,1,Northern_Hemisphere,0.889,1951-1980,
2014-01,2014,1,Southern_Hemisphere,0.57,1951-1980,
2014-01,2014,1,Tropics,0.466,1951-1980,
2014-01,2014,1,North_America,1.01,1951-1980,
2014-01,2014,1,Europe,1.166,1951-1980,
2014-01,2014,1,Asia,0.891,1951-1980,
2014-02,2014,2,Global,0.71,1951-1980,401.65
2014-02,2014,2,Arctic,2.448,1951-1980,
2014-02,2014,2,Northern_Hemisphere,0.922,1951-1980,
2014-02,2014,2,Southern_Hemisphere,0.527,1951-1980,
2014-02,2014,2,Tropics,0.457,1951-1980,
2014-02,2014,2,North_America,1.008,1951-1980,
2014-02,2014,2,Europe,1.156,1951-1980,
2014-02,2014,2,Asia,0.916,1951-1980,
2014-03,2014,3,Global,0.722,1951-1980,403.84
2014-03,2014,3,Arctic,2.388,1951-1980,
2014-03,2014,3,Northern_Hemisphere,0.9,1951-1980,
2014-03,2014,3,Southern_Hemisphere,0.504,1951-1980,
2014-03,2014,3,Tropics,0.544,1951-1980,
2014-03,2014,3,North_America,0.982,1951-1980,
2014-03,2014,3,Europe,1.237,1951-1980,
2014-03,2014,3,Asia,0.888,1951-1980,
2014-04,2014,4,Global,0.685,1951-1980,404.66
2014-04,2014,4,Arctic,2.58,1951-1980,
2014-04,2014,4,Northern_Hemisphere,0.9,1951-1980,
2014-04,2014,4,Southern_Hemisphere,0.514,1951-1980,
2014-04,2014,4,Tropics,0.518,1951-1980,
2014-04,2014,4,North_America,1.081,1951-1980,
2014-04,2014,4,Europe,1.174,1951-1980,
2014-04,2014,4,Asia,0.915,1951-1980,
2014-05,2014,5,Global,0.662,1951-1980,405.23
2014-05,2014,5,Arctic,2.542,1951-1980,
2014-05,2014,5,Northern_Hemisphere,0.965,1951-1980,
2014-05,2014,5,Southern_Hemisphere,0.579,1951-1980,
2014-05,2014,5,Tropics,0.45,1951-1980,
2014-05,2014,5,North_America,1.024,1951-1980,
2014-05,2014,5,Europe,1.165,1951-1980,
2014-05,2014,5,Asia,0.831,1951-1980,
2014-06,2014,6,Global,0.758,1951-1980,404.96
2014-06,2014,6,Arctic,2.551,1951-1980,
2014-06,2014,6,Northern_Hemisphere,0.93,1951-1980,
2014-06,2014,6,Southern_Hemisphere,0.529,1951-1980,
2014-06,2014,6,Tropics,0.497,1951-1980,
2014-06,2014,6,North_America,1.065,1951-1980,
2014-06,2014,6,Europe,1.25,1951-1980,
2014-06,2014,6,Asia,0.924,1951-1980,
2014-07,2014,7,Global,0.736,1951-1980,403.48
2014-07,2014,7,Arctic,2.523,1951-1980,
2014-07,2014,7,Northern_Hemisphere,0.914,1951-1980,
2014-07,2014,7,Southern_Hemisphere,0.6,1951-1980,
2014-07,2014,7,Tropics,0.437,1951-1980,
2014-07,2014,7,North_America,1.089,1951-1980,
2014-07,2014,7,Europe,1.211,1951-1980,
2014-07,2014,7,Asia,0.924,1951-1980,
2014-08,2014,8,Global,0.706,1951-1980,401.99
2014-08,2014,8,Arctic,2.568,1951-1980,
2014-08,2014,8,Northern_Hemisphere,0.9,1951-1980,
2014-08,2014,8,Southern_Hemisphere,0.604,1951-1980,
2014-08,2014,8,Tropics,0.473,1951-1980,
2014-08,2014,8,North_America,1.018,1951-1980,
2014-08,2014,8,Europe,1.172,1951-1980,
2014-08,2014,8,Asia,0.899,1951-1980,
2014-09,2014,9,Global,0.657,1951-1980,400.18
2014-09,2014,9,Arctic,2.577,1951-1980,
2014-09,2014,9,Northern_Hemisphere,0.873,1951-1980,
2014-09,2014,9,Southern_Hemisphere,0.559,1951-1980,
2014-09,2014,9,Tropics,0.459,1951-1980,
2014-09,2014,9,North_America,1.119,1951-1980,
2014-09,2014,9,Europe,1.125,1951-1980,
2014-09,2014,9,Asia,0.862,1951-1980,
2014-10,2014,10,Global,0.757,1951-1980,398.37
2014-10,2014,10,Arctic,2.584,1951-1980,
2014-10,2014,10,Northern_Hemisphere,0.962,1951-1980,
2014-10,2014,10,Southern_Hemisphere,0.582,1951-1980,
2014-10,2014,10,Tropics,0.453,1951-1980,
2014-10,2014,10,North_America,1.074,1951-1980,
2014-10,2014,10,Europe,1.172,1951-1980,
2014-10,2014,10,Asia,0.88,1951-1980,
2014-11,2014,11,Global,0.758,1951-1980,398.49
2014-11,2014,11,Arctic,2.581,1951-1980,
2014-11,2014,11,Northern_Hemisphere,1.005,1951-1980,
2014-11,2014,11,Southern_Hemisphere,0.508,1951-1980,
2014-11,2014,11,Tropics,0.464,1951-1980,
2014-11,2014,11,North_America,1.048,1951-1980,
2014-11,2014,11,Europe,1.152,1951-1980,
2014-11,2014,11,Asia,0.882,1951-1980,
2014-12,2014,12,Global,0.697,1951-1980,398.29
2014-12,2014,12,Arctic,2.635,1951-1980,
2014-12,2014,12,Northern_Hemisphere,0.968,1951-1980,
2014-12,2014,12,Southern_Hemisphere,0.479,1951-1980,
2014-12,2014,12,Tropics,0.435,1951-1980,
2014-12,2014,12,North_America,1.082,1951-1980,
2014-12,2014,12,Europe,1.175,1951-1980,
2014-12,2014,12,Asia,0.894,1951-1980,
2015-01,2015,1,Global,0.775,1951-1980,402.92
2015-01,2015,1,Arctic,2.7,1951-1980,
2015-01,2015,1,Northern_Hemisphere,0.991,1951-1980,
2015-01,2015,1,Southern_Hemisphere,0.593,1951-1980,
2015-01,2015,1,Tropics,0.48,1951-1980,
2015-01,2015,1,North_America,1.073,1951-1980,
2015-01,2015,1,Europe,1.255,1951-1980,
2015-01,2015,1,Asia,0.927,1951-1980,
2015-02,2015,2,Global,0.825,1951-1980,404.42
2015-02,2015,2,Arctic,2.69,1951-1980,
2015-02,2015,2,Northern_Hemisphere,0.996,1951-1980,
2015-02,2015,2,Southern_Hemisphere,0.632,1951-1980,
2015-02,2015,2,Tropics,0.498,1951-1980,
2015-02,2015,2,North_America,1.18,1951-1980,
2015-02,2015,2,Europe,1.242,1951-1980,
2015-02,2015,2,Asia,0.96,1951-1980,
2015-03,2015,3,Global,0.804,1951-1980,405.48
2015-03,2015,3,Arctic,2.786,1951-1980,
2015-03,2015,3,Northern_Hemisphere,1.103,1951-1980,
2015-03,2015,3,Southern_Hemisphere,0.567,1951-1980,
2015-03,2015,3,Tropics,0.5,1951-1980,
2015-03,2015,3,North_America,1.108,1951-1980,
2015-03,2015,3,Europe,1.289,1951-1980,
2015-03,2015,3,Asia,1.033,1951-1980,
2015-04,2015,4,Global,0.766,1951-1980,407.34
2015-04,2015,4,Arctic,2.789,1951-1980,
2015-04,2015,4,Northern_Hemisphere,1.107,1951-1980,
2015-04,2015,4,Southern_Hemisphere,0.59,1951-1980,
2015-04,2015,4,Tropics,0.469,1951-1980,
2015-04,2015,4,North_America,1.164,1951-1980,
2015-04,2015,4,Europe,1.405,1951-1980,
2015-04,2015,4,Asia,1.021,1951-1980,
2015-05,2015,5,Global,0.824,1951-1980,407.97
2015-05,2015,5,Arctic,2.924,1951-1980,
2015-05,2015,5,Northern_Hemisphere,1.102,1951-1980,
2015-05,2015,5,Southern_Hemisphere,0.58,1951-1980,
2015-05,2015,5,Tropics,0.533,1951-1980,
2015-05,2015,5,North_America,1.11,1951-1980,
2015-05,2015,5,Europe,1.378,1951-1980,
2015-05,2015,5,Asia,1.04,1951-1980,
2015-06,2015,6,Global,0.784,1951-1980,407.42
2015-06,2015,6,Arctic,2.909,1951-1980,
2015-06,2015,6,Northern_Hemisphere,1.083,1951-1980,
2015-06,2015,6,Southern_Hemisphere,0.685,1951-1980,
2015-06,2015,6,Tropics,0.627,1951-1980,
2015-06,2015,6,North_America,1.247,1951-1980,
2015-06,2015,6,Europe,1.37,1951-1980,
2015-06,2015,6,Asia,1.046,1951-1980,
2015-07,2015,7,Global,0.806,1951-1980,406.11
2015-07,2015,7,Arctic,2.906,1951-1980,
2015-07,2015,7,Northern_Hemisphere,1.085,1951-1980,
2015-07,2015,7,Southern_Hemisphere,0.62,1951-1980,
2015-07,2015,7,Tropics,0.491,1951-1980,
2015-07,2015,7,North_America,1.222,1951-1980,
2015-07,2015,7,Europe,1.39,1951-1980,
2015-07,2015,7,Asia,1.072,1951-1980,
2015-08,2015,8,Global,0.988,1951-1980,405.12
2015-08,2015,8,Arctic,3.095,1951-1980,
2015-08,2015,8,Northern_Hemisphere,1.196,1951-1980,
2015-08,2015,8,Southern_Hemisphere,0.81,1951-1980,
2015-08,2015,8,Tropics,0.742,1951-1980,
2015-08,2015,8,North_America,1.451,1951-1980,
2015-08,2015,8,Europe,1.532,1951-1980,
2015-08,2015,8,Asia,1.123,1951-1980,
2015-09,2015,9,Global,0.984,1951-1980,402.87
2015-09,2015,9,Arctic,3.246,1951-1980,
2015-09,2015,9,Northern_Hemisphere,1.237,1951-1980,
2015-09,2015,9,Southern_Hemisphere,0.819,1951-1980,
2015-09,2015,9,Tropics,0.668,1951-1980,
2015-09,2015,9,North_America,1.399,1951-1980,
2015-09,2015,9,Europe,1.507,1951-1980,
2015-09,2015,9,Asia,1.227,1951-1980,
2015-10,2015,10,Global,0.998,1951-1980,401.37
2015-10,2015,10,Arctic,3.222,1951-1980,
2015-10,2015,10,Northern_Hemisphere,1.234,1951-1980,
2015-10,2015,10,Southern_Hemisphere,0.782,1951-1980,
2015-10,2015,10,Tropics,0.65,1951-1980,
2015-10,2015,10,North_America,1.442,1951-1980,
2015-10,2015,10,Europe,1.579,1951-1980,
2015-10,2015,10,Asia,1.19,1951-1980,
2015-11,2015,11,Global,1.071,1951-1980,400.86
2015-11,2015,11,Arctic,3.204,1951-1980,
2015-11,2015,11,Northern_Hemisphere,1.295,1951-1980,
2015-11,2015,11,Southern_Hemisphere,0.818,1951-1980,
2015-11,2015,11,Tropics,0.745,1951-1980,
2015-11,2015,11,North_America,1.46,1951-1980,
2015-11,2015,11,Europe,1.561,1951-1980,
2015-11,2015,11,Asia,1.224,1951-1980,
2015-12,2015,12,Global,1.022,1951-1980,401.23
2015-12,2015,12,Arctic,3.263,1951-1980,
2015-12,2015,12,Northern_Hemisphere,1.357,1951-1980,
2015-12,2015,12,Southern_Hemisphere,0.914,1951-1980,
2015-12,2015,12,Tropics,0.713,1951-1980,
2015-12,2015,12,North_America,1.455,1951-1980,
