year,country,iso3,region,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct
2014,Italy,ITA,Europe,10.47,34.36,24.96,9.88,4.28,4.26,5.86,5.94,20.34,69.79
2015,Italy,ITA,Europe,9.52,35.29,24.36,10.12,2.78,6.71,6.66,4.57,20.72,69.16
2016,Italy,ITA,Europe,7.82,36.49,24.14,9.08,4.28,5.09,6.85,6.26,22.47,68.45
2017,Italy,ITA,Europe,9.75,35.67,26.7,9.57,3.26,4.68,5.88,4.48,18.3,72.13
2018,Italy,ITA,Europe,7.27,34.74,26.18,11.97,3.35,4.34,6.26,5.89,19.84,68.19
2019,Italy,ITA,Europe,7.49,33.45,25.73,10.96,4.98,5.03,7.58,4.77,22.37,66.67
2020,Italy,ITA,Europe,6.88,32.44,25.23,9.98,5.87,7.29,7.93,4.37,25.47,64.55
2021,Italy,ITA,Europe,7.58,32.37,26.28,9.81,5.42,6.43,7.59,4.51,23.96,66.23
2022,Italy,ITA,Europe,6.71,33.15,25.69,10.12,4.46,6.33,7.01,6.54,24.33,65.54
2023,Italy,ITA,Europe,5.56,33.6,25.06,10.22,4.84,6.24,7.81,6.67,25.56,64.23
2024,Italy,ITA,Europe,5.81,33.29,26.04,9.46,5.35,7.33,7.97,4.75,25.4,65.14
2025,Italy,ITA,Europe,5.97,31.77,24.65,9.82,7.1,5.85,10.11,4.74,27.8,62.38
2026,Italy,ITA,Europe,4.2,30.55,24.72,10.33,4.99,8.76,10.85,5.6,30.2,59.47
2000,Spain,ESP,Europe,14.68,41.14,25.91,9.33,3.49,0.0,0.07,5.38,8.94,81.73
2001,Spain,ESP,Europe,13.1,39.72,24.53,11.07,5.24,0.0,0.82,5.53,11.59,77.35
2002,Spain,ESP,Europe,14.04,38.95,25.76,9.24,6.28,0.21,2.56,2.95,12.01,78.75
2003,Spain,ESP,Europe,14.21,41.17,24.51,10.0,4.67,0.24,1.42,3.77,10.1,79.89
2004,Spain,ESP,Europe,13.54,39.84,25.13,9.13,6.11,1.99,0.5,3.76,12.37,78.51
2005,Spain,ESP,Europe,12.15,39.1,25.33,10.81,4.68,0.62,2.85,4.46,12.6,76.58
2006,Spain,ESP,Europe,13.37,38.01,25.37,11.43,4.45,2.76,0.0,4.61,11.82,76.75
2007,Spain,ESP,Europe,12.0,39.13,23.55,10.55,5.99,1.42,2.29,5.08,14.78,74.68
2008,Spain,ESP,Europe,10.32,36.65,25.97,10.4,4.79,2.54,3.62,5.71,16.65,72.95
2009,Spain,ESP,Europe,10.89,38.44,26.1,10.59,4.12,1.73,3.11,5.02,13.98,75.43
2010,Spain,ESP,Europe,9.45,37.69,26.48,10.65,4.36,2.3,4.18,4.88,15.71,73.63
2011,Spain,ESP,Europe,11.03,36.62,25.67,8.73,5.14,2.97,4.07,5.77,17.95,73.33
2012,Spain,ESP,Europe,11.17,37.07,25.0,9.72,4.67,1.92,5.85,4.6,17.05,73.23
2013,Spain,ESP,Europe,10.49,36.63,23.72,9.06,6.54,4.28,4.41,4.87,20.1,70.84
2014,Spain,ESP,Europe,10.4,35.61,22.88,11.31,5.8,4.04,4.08,5.89,19.8,68.89
2015,Spain,ESP,Europe,9.52,33.28,24.29,12.88,4.92,3.8,4.67,6.64,20.03,67.09
2016,Spain,ESP,Europe,9.26,34.83,24.11,10.74,3.96,4.86,6.15,6.09,21.06,68.19
2017,Spain,ESP,Europe,9.15,35.58,26.12,8.67,2.79,6.32,6.42,4.94,20.47,70.85
2018,Spain,ESP,Europe,8.53,34.33,24.45,11.42,5.27,5.59,6.86,3.56,21.27,67.31
2019,Spain,ESP,Europe,8.68,31.82,24.5,10.06,4.23,5.41,9.18,6.13,24.94,65.0
2020,Spain,ESP,Europe,6.86,34.55,24.56,11.08,4.92,4.33,8.07,5.63,22.95,65.97
2021,Spain,ESP,Europe,7.63,32.37,23.82,11.59,4.84,6.95,7.29,5.5,24.58,63.82
2022,Spain,ESP,Europe,5.13,33.05,24.0,9.48,6.3,6.21,9.26,6.57,28.35,62.18
2023,Spain,ESP,Europe,5.97,33.05,24.88,9.86,5.6,8.69,8.0,3.94,26.23,63.91
2024,Spain,ESP,Europe,4.84,34.21,26.6,9.63,2.92,6.83,9.95,5.02,24.72,65.65
2025,Spain,ESP,Europe,5.42,30.94,25.32,10.07,5.44,7.64,9.87,5.31,28.26,61.67
2026,Spain,ESP,Europe,4.09,32.5,25.9,11.2,5.44,7.06,9.23,4.58,26.31,62.49
2000,Poland,POL,Europe,15.49,40.68,24.35,9.05,2.96,0.0,0.0,7.47,10.43,80.53
2001,Poland,POL,Europe,16.84,39.72,25.8,8.76,3.78,0.0,0.16,4.94,8.89,82.35
2002,Poland,POL,Europe,14.66,40.54,24.97,10.16,3.95,0.0,0.0,5.72,9.67,80.17
2003,Poland,POL,Europe,13.6,37.46,25.1,8.81,6.71,0.35,1.85,6.13,15.03,76.16
2004,Poland,POL,Europe,12.63,39.24,25.81,10.22,5.42,0.0,2.11,4.56,12.09,77.69
2005,Poland,POL,Europe,12.78,37.48,24.43,9.85,5.37,2.12,3.25,4.73,15.47,74.68
2006,Poland,POL,Europe,13.01,39.54,24.79,8.77,5.56,1.66,1.11,5.56,13.89,77.34
2007,Poland,POL,Europe,13.81,36.4,26.16,7.5,4.62,4.01,2.38,5.12,16.13,76.37
2008,Poland,POL,Europe,12.88,36.37,25.45,10.22,6.97,1.24,2.74,4.13,15.08,74.7
2009,Poland,POL,Europe,10.86,39.65,25.87,9.76,4.63,2.28,3.09,3.86,13.86,76.38
2010,Poland,POL,Europe,10.84,36.39,24.13,10.11,5.22,2.51,3.68,7.12,18.53,71.36
2011,Poland,POL,Europe,12.64,34.87,23.62,8.77,5.94,2.93,4.38,6.86,20.11,71.12
2012,Poland,POL,Europe,10.21,36.43,25.12,9.26,5.96,2.8,5.86,4.34,18.97,71.77
2013,Poland,POL,Europe,10.05,36.87,25.42,10.11,2.71,3.98,4.74,6.11,17.55,72.34
2014,Poland,POL,Europe,10.26,35.76,25.08,9.98,6.63,3.56,4.77,3.96,18.92,71.1
2015,Poland,POL,Europe,7.49,34.51,24.37,10.91,5.84,6.78,5.51,4.58,22.71,66.38
2016,Poland,POL,Europe,7.57,35.87,25.19,10.68,3.87,5.29,6.38,5.15,20.69,68.63
2017,Poland,POL,Europe,7.93,36.66,27.58,9.06,5.83,2.4,7.35,3.19,18.77,72.17
2018,Poland,POL,Europe,7.73,33.95,25.38,11.1,3.22,5.3,6.56,6.74,21.83,67.07
2019,Poland,POL,Europe,8.15,33.1,24.62,11.6,5.74,4.95,7.07,4.78,22.53,65.87
2020,Poland,POL,Europe,6.75,32.03,24.24,11.35,4.6,6.03,7.81,7.19,25.63,63.02
2021,Poland,POL,Europe,6.92,34.57,24.36,9.72,5.0,5.68,7.86,5.88,24.42,65.86
2022,Poland,POL,Europe,5.85,33.88,26.21,9.36,6.21,6.98,8.46,3.05,24.7,65.94
2023,Poland,POL,Europe,5.59,32.22,25.89,10.23,5.93,5.68,8.44,6.02,26.07,63.7
2024,Poland,POL,Europe,4.78,32.86,25.18,10.06,4.57,6.26,10.77,5.51,27.12,62.83
2025,Poland,POL,Europe,5.78,32.21,25.29,10.27,5.45,8.51,8.92,3.57,26.45,63.28
2026,Poland,POL,Europe,5.07,30.16,24.6,9.46,5.47,9.95,8.03,7.25,30.71,59.83
2000,Netherlands,NLD,Europe,14.79,40.42,23.63,11.02,5.05,0.0,0.0,5.08,10.13,78.85
2001,Netherlands,NLD,Europe,14.87,37.95,25.18,10.71,4.19,1.83,0.41,4.86,11.29,78.0
2002,Netherlands,NLD,Europe,14.32,39.43,22.36,9.81,3.63,2.24,2.35,5.85,14.08,76.11
2003,Netherlands,NLD,Europe,13.48,37.71,24.11,11.83,4.27,0.0,2.16,6.44,12.87,75.3
2004,Netherlands,NLD,Europe,14.77,38.88,25.59,9.82,2.86,1.23,2.11,4.75,10.95,79.24
2005,Netherlands,NLD,Europe,12.79,37.18,23.79,11.74,6.82,1.52,2.19,3.98,14.51,73.75
2006,Netherlands,NLD,Europe,12.57,37.63,22.13,9.86,5.22,2.24,3.72,6.63,17.82,72.32
2007,Netherlands,NLD,Europe,12.05,38.45,25.04,9.35,5.26,2.82,2.9,4.11,15.1,75.55
2008,Netherlands,NLD,Europe,11.63,37.64,24.52,10.47,5.5,3.49,2.25,4.49,15.73,73.8
2009,Netherlands,NLD,Europe,12.51,35.41,23.91,9.38,5.86,3.76,4.37,4.8,18.79,71.82
2010,Netherlands,NLD,Europe,9.77,36.92,24.57,9.07,6.1,2.42,5.0,6.16,19.67,71.26
2011,Netherlands,NLD,Europe,9.61,36.28,25.15,12.3,4.15,4.7,4.14,3.67,16.66,71.03
2012,Netherlands,NLD,Europe,10.3,36.44,24.03,10.35,5.98,3.94,4.09,4.87,18.88,70.77
2013,Netherlands,NLD,Europe,9.9,35.89,25.87,10.18,3.56,3.41,5.12,6.07,18.16,71.66
2014,Netherlands,NLD,Europe,10.72,36.8,24.69,10.57,3.48,4.65,4.23,4.85,17.22,72.21
2015,Netherlands,NLD,Europe,11.72,34.13,23.08,9.95,4.29,3.49,7.53,5.8,21.11,68.93
2016,Netherlands,NLD,Europe,9.1,34.34,24.44,11.43,5.25,1.82,8.49,5.13,20.7,67.88
2017,Netherlands,NLD,Europe,8.57,34.91,24.8,10.46,4.46,3.9,6.64,6.26,21.25,68.28
2018,Netherlands,NLD,Europe,7.66,34.79,27.04,9.84,4.73,5.33,7.07,3.53,20.67,69.49
2019,Netherlands,NLD,Europe,6.8,32.69,23.98,10.61,6.5,7.0,7.82,4.61,25.93,63.47
2020,Netherlands,NLD,Europe,6.47,32.77,24.76,10.47,5.44,5.84,8.2,6.06,25.54,63.99
2021,Netherlands,NLD,Europe,7.98,34.25,24.7,9.34,4.41,6.87,8.79,3.66,23.73,66.92
2022,Netherlands,NLD,Europe,6.11,33.92,24.42,10.57,4.75,6.13,8.63,5.46,24.97,64.45
2023,Netherlands,NLD,Europe,5.66,34.88,27.18,9.86,3.57,5.91,9.0,3.93,22.41,67.73
2024,Netherlands,NLD,Europe,5.33,33.72,23.23,9.56,7.02,7.66,8.72,4.76,28.16,62.28
2025,Netherlands,NLD,Europe,5.95,34.81,25.05,9.46,3.71,7.98,8.4,4.64,24.73,65.81
2026,Netherlands,NLD,Europe,4.22,34.11,25.26,10.72,3.5,8.39,9.07,4.72,25.68,63.6
2000,Ukraine,UKR,Europe,16.2,38.54,23.42,12.43,3.85,1.1,0.0,4.48,9.42,78.15
2001,Ukraine,UKR,Europe,13.19,39.72,24.91,9.64,6.06,0.0,0.71,5.79,12.55,77.81
2002,Ukraine,UKR,Europe,12.95,39.24,25.44,10.8,6.52,0.41,0.46,4.19,11.58,77.63
2003,Ukraine,UKR,Europe,14.27,39.05,24.9,9.97,5.59,0.36,0.38,5.47,11.81,78.22
2004,Ukraine,UKR,Europe,11.01,40.27,25.16,11.82,4.81,0.71,1.57,4.65,11.74,76.44
2005,Ukraine,UKR,Europe,13.06,39.73,25.33,9.86,4.11,0.4,2.04,5.47,12.02,78.12
2006,Ukraine,UKR,Europe,10.84,37.46,24.8,10.56,5.1,2.39,4.32,4.52,16.34,73.1
2007,Ukraine,UKR,Europe,11.24,36.24,26.7,11.75,4.07,1.42,2.36,6.21,14.07,74.19
2008,Ukraine,UKR,Europe,10.81,36.14,27.6,10.48,5.54,2.29,3.6,3.54,14.97,74.55
2009,Ukraine,UKR,Europe,11.32,39.52,24.06,10.26,4.91,2.61,3.08,4.24,14.84,74.9
2010,Ukraine,UKR,Europe,9.95,39.52,26.33,9.2,5.4,2.97,3.61,3.03,15.0,75.8
2011,Ukraine,UKR,Europe,11.32,34.99,24.78,9.09,4.56,4.49,4.71,6.06,19.82,71.09
2012,Ukraine,UKR,Europe,10.78,36.93,23.36,9.74,4.8,4.95,4.13,5.3,19.18,71.07
2013,Ukraine,UKR,Europe,10.51,38.2,25.57,11.13,3.39,2.45,2.79,5.95,14.58,74.28
2014,Ukraine,UKR,Europe,9.88,35.13,23.36,9.06,4.68,5.52,6.8,5.56,22.57,68.37
2015,Ukraine,UKR,Europe,9.7,37.23,25.09,9.74,4.94,3.69,5.67,3.94,18.24,72.02
2016,Ukraine,UKR,Europe,9.88,35.66,26.46,8.38,6.91,3.35,4.96,4.38,19.61,72.01
2017,Ukraine,UKR,Europe,9.54,34.17,24.17,8.99,3.54,6.21,7.16,6.2,23.12,67.89
2018,Ukraine,UKR,Europe,8.84,33.18,24.77,10.91,4.83,5.19,6.07,6.2,22.29,66.79
2019,Ukraine,UKR,Europe,8.58,36.5,25.67,10.72,3.86,6.02,5.03,3.61,18.53,70.75
2020,Ukraine,UKR,Europe,6.86,35.55,22.77,8.59,5.12,7.78,7.75,5.6,26.24,65.17
2021,Ukraine,UKR,Europe,6.68,33.49,25.43,9.47,5.8,4.92,9.09,5.11,24.93,65.6
2022,Ukraine,UKR,Europe,6.48,32.39,24.63,11.48,4.91,7.23,7.77,5.1,25.01,63.51
2023,Ukraine,UKR,Europe,4.85,33.53,25.76,10.48,4.16,6.84,9.53,4.86,25.38,64.14
2024,Ukraine,UKR,Europe,5.4,34.03,23.71,10.92,3.79,7.93,9.8,4.43,25.94,63.14
2025,Ukraine,UKR,Europe,4.43,32.26,25.93,11.19,4.17,8.28,8.66,5.07,26.18,62.63
2026,Ukraine,UKR,Europe,4.04,33.51,25.72,9.25,4.56,7.42,9.12,6.39,27.48,63.27
2000,Czech Republic,CZE,Europe,14.79,38.19,24.63,11.03,4.28,1.51,0.0,5.56,11.36,77.61
2001,Czech Republic,CZE,Europe,15.56,39.91,23.49,9.01,6.13,0.0,1.35,4.54,12.03,78.96
2002,Czech Republic,CZE,Europe,14.73,38.95,25.0,9.35,5.36,0.73,1.26,4.62,11.97,78.68
2003,Czech Republic,CZE,Europe,13.01,39.56,24.15,11.16,4.92,0.6,1.63,4.96,12.11,76.72
2004,Czech Republic,CZE,Europe,12.34,39.42,27.24,10.54,3.47,1.65,1.02,4.31,10.46,79.0
2005,Czech Republic,CZE,Europe,12.12,40.08,23.4,9.31,5.2,3.17,2.52,4.22,15.1,75.59
2006,Czech Republic,CZE,Europe,14.09,36.46,25.03,10.39,4.08,2.52,1.78,5.64,14.02,75.59
2007,Czech Republic,CZE,Europe,10.38,37.87,24.39,11.06,4.92,3.38,3.17,4.83,16.3,72.64
2008,Czech Republic,CZE,Europe,12.74,38.41,25.53,7.72,4.03,3.85,1.82,5.89,15.6,76.68
2009,Czech Republic,CZE,Europe,12.64,37.7,23.76,9.74,7.31,1.97,2.75,4.13,16.16,74.1
2010,Czech Republic,CZE,Europe,12.2,36.19,24.05,11.26,5.5,2.13,2.59,6.08,16.3,72.44
2011,Czech Republic,CZE,Europe,11.95,38.85,25.72,9.84,4.17,1.48,3.47,4.52,13.64,76.52
2012,Czech Republic,CZE,Europe,9.75,37.35,24.31,9.66,5.41,3.4,4.93,5.19,18.93,71.41
2013,Czech Republic,CZE,Europe,9.99,38.24,25.56,8.8,5.3,3.16,5.37,3.58,17.41,73.79
2014,Czech Republic,CZE,Europe,8.37,35.46,25.58,10.33,5.76,4.61,5.47,4.42,20.26,69.41
2015,Czech Republic,CZE,Europe,9.68,35.08,24.03,9.52,6.35,4.43,5.63,5.28,21.69,68.78
2016,Czech Republic,CZE,Europe,8.56,33.52,24.84,9.75,6.7,5.59,5.44,5.61,23.33,66.92
2017,Czech Republic,CZE,Europe,8.69,35.75,24.25,10.09,4.86,5.24,5.6,5.52,21.22,68.68
2018,Czech Republic,CZE,Europe,8.21,34.56,24.16,9.27,5.6,4.59,7.74,5.88,23.8,66.93
2019,Czech Republic,CZE,Europe,8.69,33.53,23.8,9.82,5.22,5.13,8.39,5.42,24.16,66.02
2020,Czech Republic,CZE,Europe,6.2,34.53,24.25,8.61,4.03,7.38,9.2,5.81,26.42,64.98
2021,Czech Republic,CZE,Europe,7.87,33.2,24.41,9.87,5.29,6.88,7.01,5.48,24.65,65.48
2022,Czech Republic,CZE,Europe,7.99,32.98,24.65,10.46,4.34,5.44,9.6,4.54,23.93,65.61
2023,Czech Republic,CZE,Europe,6.15,32.2,26.19,10.82,4.74,5.88,8.47,5.55,24.64,64.54
2024,Czech Republic,CZE,Europe,5.77,31.7,24.42,10.42,4.8,7.59,7.98,7.32,27.69,61.89
2025,Czech Republic,CZE,Europe,5.12,32.64,25.67,9.63,5.03,7.72,8.74,5.46,26.94,63.43
2026,Czech Republic,CZE,Europe,3.21,32.28,24.67,10.18,3.12,6.89,10.89,8.75,29.66,60.16
2000,Belgium,BEL,Europe,15.93,40.38,25.12,9.01,5.9,0.0,0.0,3.67,9.57,81.43
2001,Belgium,BEL,Europe,15.95,40.53,25.67,10.21,3.96,0.0,0.0,3.68,7.64,82.15
2002,Belgium,BEL,Europe,13.87,38.71,25.85,10.78,3.75,0.32,2.65,4.06,10.78,78.44
2003,Belgium,BEL,Europe,14.06,38.59,25.7,10.14,4.5,0.97,1.22,4.83,11.52,78.34
2004,Belgium,BEL,Europe,12.6,41.51,27.04,9.29,4.87,1.04,0.4,3.25,9.56,81.14
2005,Belgium,BEL,Europe,12.69,38.98,24.1,10.41,6.3,2.44,1.84,3.23,13.81,75.78
2006,Belgium,BEL,Europe,13.41,38.31,25.43,11.94,4.18,0.0,1.25,5.49,10.92,77.14
2007,Belgium,BEL,Europe,12.95,38.45,24.75,10.12,3.94,2.81,2.39,4.59,13.73,76.14
2008,Belgium,BEL,Europe,11.38,38.54,25.53,10.4,5.28,2.44,2.08,4.35,14.15,75.45
2009,Belgium,BEL,Europe,11.09,39.11,23.54,9.54,5.07,2.45,4.51,4.67,16.71,73.75
2010,Belgium,BEL,Europe,10.52,36.35,25.83,10.99,4.69,2.92,3.75,4.96,16.31,72.7
2011,Belgium,BEL,Europe,10.27,38.89,26.1,10.31,3.86,3.57,2.42,4.58,14.43,75.26
2012,Belgium,BEL,Europe,9.16,34.12,25.06,9.86,6.01,4.04,5.35,6.39,21.8,68.34
2013,Belgium,BEL,Europe,9.26,35.16,25.63,9.98,5.21,3.75,4.4,6.61,19.97,70.05
2014,Belgium,BEL,Europe,8.76,37.41,26.25,8.66,4.29,3.75,6.12,4.76,18.92,72.42
2015,Belgium,BEL,Europe,8.96,33.24,26.77,9.87,5.39,3.99,5.01,6.77,21.16,68.97
2016,Belgium,BEL,Europe,7.48,38.19,25.69,10.36,4.71,4.25,6.68,2.63,18.27,71.36
2017,Belgium,BEL,Europe,8.29,35.3,24.06,11.72,4.48,5.08,6.05,5.01,20.63,67.65
2018,Belgium,BEL,Europe,8.54,33.59,23.42,10.09,6.11,5.26,7.73,5.27,24.37,65.55
2019,Belgium,BEL,Europe,8.26,36.37,24.43,10.85,3.64,4.45,7.91,4.1,20.09,69.06
2020,Belgium,BEL,Europe,7.34,34.17,25.32,9.14,5.93,6.1,8.18,3.82,24.03,66.83
2021,Belgium,BEL,Europe,6.92,35.52,26.64,9.44,4.57,5.61,7.61,3.69,21.49,69.08
2022,Belgium,BEL,Europe,6.45,34.11,24.39,9.98,4.81,7.88,7.91,4.46,25.06,64.96
2023,Belgium,BEL,Europe,5.34,31.97,25.68,9.92,5.08,8.4,10.24,3.37,27.09,62.98
2024,Belgium,BEL,Europe,6.41,32.8,24.51,10.31,3.27,8.84,9.73,4.13,25.97,63.72
2025,Belgium,BEL,Europe,4.92,31.35,25.29,9.75,3.76,8.68,11.16,5.09,28.69,61.56
2026,Belgium,BEL,Europe,4.77,32.98,25.4,9.07,4.42,7.83,10.42,5.09,27.77,63.16
2000,Sweden,SWE,Europe,14.48,36.62,24.43,9.52,7.19,0.0,0.31,7.45,14.95,75.53
2001,Sweden,SWE,Europe,14.9,39.88,24.17,11.6,3.87,0.74,0.0,4.84,9.45,78.95
2002,Sweden,SWE,Europe,12.76,40.59,24.64,8.75,6.23,0.11,1.1,5.82,13.26,77.98
2003,Sweden,SWE,Europe,14.69,37.84,26.36,10.16,4.79,0.84,0.0,5.33,10.95,78.89
2004,Sweden,SWE,Europe,12.01,38.2,24.97,10.99,4.15,2.66,2.47,4.54,13.82,75.19
2005,Sweden,SWE,Europe,12.36,38.23,26.1,9.57,6.4,0.89,1.06,5.4,13.75,76.68
2006,Sweden,SWE,Europe,12.07,38.37,26.13,10.17,5.15,2.06,0.62,5.42,13.25,76.58
2007,Sweden,SWE,Europe,12.21,37.93,25.07,9.59,5.91,1.82,2.88,4.59,15.2,75.21
2008,Sweden,SWE,Europe,12.0,36.01,25.82,11.64,5.69,3.88,1.49,3.47,14.53,73.83
2009,Sweden,SWE,Europe,10.83,35.99,23.95,8.07,5.94,4.75,4.58,5.88,21.15,70.78
2010,Sweden,SWE,Europe,11.04,35.02,24.33,11.75,4.51,2.54,4.81,5.99,17.86,70.4
2011,Sweden,SWE,Europe,9.93,36.37,24.51,10.07,6.11,2.58,5.32,5.1,19.12,70.81
2012,Sweden,SWE,Europe,12.65,36.45,24.78,10.52,4.64,1.89,4.35,4.72,15.6,73.88
2013,Sweden,SWE,Europe,8.78,37.52,23.95,10.08,5.48,4.28,4.79,5.13,19.68,70.24
2014,Sweden,SWE,Europe,8.73,35.29,24.77,8.99,5.21,4.52,5.16,7.34,22.22,68.79
2015,Sweden,SWE,Europe,9.36,36.16,25.32,9.3,5.86,4.05,5.36,4.6,19.86,70.84
2016,Sweden,SWE,Europe,7.81,33.09,24.36,10.8,5.16,6.44,6.86,5.49,23.94,65.26
2017,Sweden,SWE,Europe,10.01,33.56,24.26,9.67,6.33,5.06,5.7,5.41,22.51,67.83
2018,Sweden,SWE,Europe,7.35,35.45,25.74,9.94,5.64,4.1,7.18,4.6,21.52,68.55
2019,Sweden,SWE,Europe,10.39,33.79,24.03,8.49,6.21,5.41,6.42,5.26,23.29,68.21
2020,Sweden,SWE,Europe,7.68,33.3,24.16,9.81,5.05,6.27,7.84,5.89,25.04,65.14
2021,Sweden,SWE,Europe,7.07,33.15,25.18,10.89,3.26,4.74,9.11,6.6,23.71,65.39
2022,Sweden,SWE,Europe,5.51,34.8,25.68,10.17,5.54,5.72,7.68,4.91,23.84,65.99
2023,Sweden,SWE,Europe,6.03,31.9,25.87,9.61,4.59,7.38,8.75,5.86,26.58,63.81
2024,Sweden,SWE,Europe,5.13,33.13,26.21,10.68,3.99,6.37,9.99,4.5,24.85,64.47
2025,Sweden,SWE,Europe,4.03,34.13,25.0,11.44,5.16,8.19,9.65,2.41,25.4,63.16
2026,Sweden,SWE,Europe,4.01,33.08,26.33,8.52,5.13,7.14,10.62,5.17,28.06,63.42
2000,Norway,NOR,Europe,14.98,39.08,24.23,10.34,4.43,2.69,0.0,4.26,11.37,78.3
2001,Norway,NOR,Europe,15.01,39.13,24.66,10.33,2.82,1.84,0.17,6.04,10.87,78.8
2002,Norway,NOR,Europe,12.43,40.41,24.91,10.78,5.42,1.0,0.0,5.04,11.46,77.76
2003,Norway,NOR,Europe,13.07,37.85,24.86,9.71,3.56,0.99,3.6,6.36,14.51,75.78
2004,Norway,NOR,Europe,10.87,40.23,26.87,10.17,4.7,1.0,2.17,3.99,11.86,77.97
2005,Norway,NOR,Europe,14.15,38.1,23.88,11.04,3.43,0.98,1.34,7.09,12.83,76.13
2006,Norway,NOR,Europe,11.81,35.4,24.01,10.28,5.69,4.05,3.65,5.1,18.5,71.22
2007,Norway,NOR,Europe,11.73,40.55,25.3,9.6,4.71,0.93,2.29,4.9,12.82,77.58
2008,Norway,NOR,Europe,13.08,38.41,24.53,8.68,5.39,2.62,2.61,4.69,15.3,76.02
2009,Norway,NOR,Europe,11.78,38.16,23.93,9.97,5.89,1.97,3.4,4.9,16.16,73.87
2010,Norway,NOR,Europe,9.68,36.46,24.61,10.38,3.75,3.03,5.14,6.96,18.88,70.74
2011,Norway,NOR,Europe,12.36,36.34,26.1,9.76,5.42,2.68,2.58,4.77,15.45,74.79
2012,Norway,NOR,Europe,10.85,35.75,24.81,9.98,5.28,4.12,4.24,4.97,18.61,71.41
2013,Norway,NOR,Europe,11.62,35.76,24.77,9.99,4.73,3.53,5.15,4.45,17.86,72.15
2014,Norway,NOR,Europe,9.64,35.52,25.56,10.77,4.87,2.34,6.08,5.21,18.51,70.72
2015,Norway,NOR,Europe,8.5,37.33,24.36,11.4,5.1,2.42,6.14,4.74,18.41,70.19
2016,Norway,NOR,Europe,8.59,35.57,25.77,9.86,3.26,6.42,6.12,4.42,20.22,69.93
2017,Norway,NOR,Europe,7.67,37.16,24.78,10.6,4.62,4.92,5.68,4.58,19.8,69.61
2018,Norway,NOR,Europe,8.28,35.54,24.8,10.15,6.03,3.97,7.08,4.15,21.23,68.62
2019,Norway,NOR,Europe,6.9,35.74,25.4,9.12,6.57,7.03,5.58,3.66,22.84,68.04
2020,Norway,NOR,Europe,7.83,33.26,26.26,10.52,5.25,5.09,8.11,3.69,22.14,67.34
2021,Norway,NOR,Europe,7.92,32.7,23.28,10.4,6.97,6.01,8.31,4.4,25.69,63.9
2022,Norway,NOR,Europe,6.65,31.84,25.09,10.08,6.82,4.99,8.21,6.31,26.34,63.58
2023,Norway,NOR,Europe,6.26,34.66,25.57,9.6,3.36,6.82,8.31,5.42,23.91,66.49
2024,Norway,NOR,Europe,5.09,32.86,25.1,10.18,4.57,6.47,9.53,6.2,26.77,63.06
2025,Norway,NOR,Europe,5.8,33.32,26.15,8.36,5.11,7.67,9.13,4.47,26.37,65.27
2026,Norway,NOR,Europe,4.56,32.77,25.91,9.01,4.45,7.46,10.74,5.11,27.75,63.24
2000,Finland,FIN,Europe,14.71,39.5,23.78,11.07,4.87,0.0,0.0,6.07,10.94,77.98
2001,Finland,FIN,Europe,14.1,40.38,24.21,9.17,5.62,0.0,1.2,5.32,12.14,78.69
2002,Finland,FIN,Europe,13.23,38.95,24.23,10.25,6.82,0.24,1.29,4.98,13.34,76.41
2003,Finland,FIN,Europe,13.97,39.2,24.32,10.41,4.75,0.02,2.18,5.14,12.09,77.5
2004,Finland,FIN,Europe,13.45,40.77,23.55,11.46,4.19,1.47,0.97,4.14,10.77,77.78
2005,Finland,FIN,Europe,13.9,38.94,23.93,9.98,4.88,3.16,0.0,5.19,13.24,76.78
2006,Finland,FIN,Europe,12.0,35.9,24.71,11.88,4.36,2.64,3.52,5.0,15.52,72.6
2007,Finland,FIN,Europe,12.26,35.65,23.96,10.76,4.99,2.49,2.79,7.1,17.37,71.87
2008,Finland,FIN,Europe,11.3,38.49,24.71,11.5,3.71,2.6,2.64,5.05,14.0,74.5
2009,Finland,FIN,Europe,12.62,37.19,25.93,9.23,4.13,2.75,3.38,4.76,15.03,75.74
2010,Finland,FIN,Europe,10.03,37.49,24.23,11.24,4.93,3.66,4.33,4.11,17.03,71.74
2011,Finland,FIN,Europe,10.59,36.64,24.01,10.36,5.41,3.51,4.2,5.27,18.4,71.24
2012,Finland,FIN,Europe,11.35,35.58,25.7,9.99,4.69,5.08,3.95,3.67,17.39,72.62
2013,Finland,FIN,Europe,11.11,35.59,23.75,11.23,5.31,4.6,4.69,3.72,18.32,70.45
2014,Finland,FIN,Europe,8.62,36.2,24.25,10.53,4.64,4.59,5.66,5.51,20.4,69.07
2015,Finland,FIN,Europe,9.78,35.21,25.31,10.29,2.58,5.29,5.95,5.59,19.41,70.3
2016,Finland,FIN,Europe,7.91,36.35,25.0,11.24,3.76,4.18,6.99,4.57,19.5,69.26
2017,Finland,FIN,Europe,7.43,35.18,25.59,10.57,5.77,4.93,6.25,4.29,21.23,68.19
2018,Finland,FIN,Europe,8.05,33.11,23.97,10.34,6.03,5.79,8.51,4.19,24.53,65.13
2019,Finland,FIN,Europe,6.28,37.4,25.99,10.43,3.46,5.31,6.23,4.9,19.9,69.67
